alias,dateCreate,productId,shopId,shopName,minOrder,maxOrder,weight,weightUnit,condition,status,product_url,needPrescription,catalogID,isLeasing,isBlacklisted,isTokoNow,etalase_id,etalase_name,etalase_url,category_id,category_name,category_title,category_url,isAdult,isKyc,minAge,related_category_id,related_category_name,related_category_url,transactionSuccess,transactionReject,countSold,paymentVerified,itemSoldFmt,countView,countReview,countTalk,rating,product_name,product_price,currency,useStock,stockValue,isVariant,isCOD
grosir-pemesanan-nota-live-termos-dll-bubu-shop14-27500-a425d,2023-12-14T23:20:22+07:00,12351917533,15324454,Bayu Go Store,1,198,1000,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bayugo/grosir-pemesanan-nota-live-termos-dll-bubu-shop14-27500-a425d,False,0,False,False,False,35555762,kebutuhan rumah,https://www.tokopedia.com/bayugo/etalase/kebutuhan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,0,0,0,0.0,Grosir Pemesanan NOTA LIVE TERMOS DLL (BUBU_SHOP14) - 27500,105000,IDR,True,198,True,True
lr378-kartun-semangka-fan-silent-genggam-kipas-kecil,2022-12-21T22:29:05+07:00,7279779986,14918318,windisukmawati,1,2001,255,GRAM,NEW,ACTIVE,https://www.tokopedia.com/windisukmawati/lr378-kartun-semangka-fan-silent-genggam-kipas-kecil,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,3,0,0,0.0,LR378 Kartun Semangka Fan Silent Genggam Kipas Kecil,156000,IDR,True,2001,False,False
1-front-motor-cover-tutup-depan-kipas-angin-plus-pengunci-multi,2023-10-10T16:34:36+07:00,11794300688,16423523,SEMBIRINGBRAHMANA,3,400,200,GRAM,NEW,ACTIVE,https://www.tokopedia.com/sembiringbrahmana/1-front-motor-cover-tutup-depan-kipas-angin-plus-pengunci-multi,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,1,0,0,0.0,(1) FRONT MOTOR COVER TUTUP DEPAN KIPAS ANGIN PLUS PENGUNCI MULTI,10000,IDR,True,400,False,False
diskon-sekarang-isi-10-pcs-cantolan-hak-ram-nekel-10-cm-058e8,2023-12-29T07:24:36+07:00,12432869322,15447879,Zakiya Onshop,1,20000,1000,GRAM,NEW,ACTIVE,https://www.tokopedia.com/zakiyaonshop/diskon-sekarang-isi-10-pcs-cantolan-hak-ram-nekel-10-cm-058e8,False,0,False,False,False,35575474,kebutuhan rumah,https://www.tokopedia.com/zakiyaonshop/etalase/kebutuhan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,0,0,0,0.0,Diskon Sekarang Isi 10 pcs cantolan hak ram nekel - 10 cm,139000,IDR,True,20000,True,True
garansi-belanja-gantungan-sapu-alat-pel-dengan-hook-3-4-5-slot-4-3-j-4-g-26a09,2023-12-01T03:21:20+07:00,12244158299,15404070,Tutut Store63,1,1523,1000,GRAM,NEW,ACTIVE,https://www.tokopedia.com/tutut/garansi-belanja-gantungan-sapu-alat-pel-dengan-hook-3-4-5-slot-4-3-j-4-g-26a09,False,0,False,False,False,35575954,kebutuhan rumah,https://www.tokopedia.com/tutut/etalase/kebutuhan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,0,0,0,0.0,Garansi Belanja Gantungan sapu alat pel dengan hook 3 & 4 & 5 slot 4 & - 3 J 4 G,156000,IDR,True,1523,True,True
original-speeds-lampu-taman-panel-tenaga-surya-matahari-lampu-tancap,2023-08-26T18:39:19+07:00,11365144448,15318909,Prasetia Olshoping,1,100000,750,GRAM,NEW,ACTIVE,https://www.tokopedia.com/prasetiaolshoping/original-speeds-lampu-taman-panel-tenaga-surya-matahari-lampu-tancap,False,0,False,False,False,34867932,Terbaru,https://www.tokopedia.com/prasetiaolshoping/etalase/terbaru,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,1,0,0,0.0,Original Speeds Lampu Taman Panel Tenaga Surya Matahari Lampu Tancap,195000,IDR,True,100000,False,True
miliki-sampoerna-mild-12-1-slop-rokok-mild-kecil,2023-08-27T02:14:43+07:00,11374221467,16080380,kentangrebuss,1,14,250,GRAM,NEW,ACTIVE,https://www.tokopedia.com/kentangrebuss/miliki-sampoerna-mild-12-1-slop-rokok-mild-kecil,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,7,0,0,0.0,Miliki Sampoerna Mild 12/ 1 Slop/ Rokok Mild Kecil,365000,IDR,True,14,False,False
spesial-corkcicle-stemless-cup-coffee-tea-wine-tumbler-mug-metallic-copper,2023-08-24T21:43:47+07:00,11329444290,15398975,jujuku,1,182,750,GRAM,NEW,ACTIVE,https://www.tokopedia.com/jujuku/spesial-corkcicle-stemless-cup-coffee-tea-wine-tumbler-mug-metallic-copper,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,1,0,0,0.0,Spesial Corkcicle® Stemless Cup - Coffee / Tea / Wine Tumbler Mug - Metallic Copper,1200000,IDR,True,182,True,False
mm-180-sarung-pelindung-kipas-angin-jaring-penutup-kipas-jaring-kipas-pink-12-14inch,2022-11-15T02:59:16+07:00,6963481913,1583226,Evelniez Shop,1,100,20,GRAM,NEW,ACTIVE,https://www.tokopedia.com/evelniezshop/mm-180-sarung-pelindung-kipas-angin-jaring-penutup-kipas-jaring-kipas-pink-12-14inch,False,0,False,False,False,4957635,Keperluan Rumah Tangga,https://www.tokopedia.com/evelniezshop/etalase/keperluan-rumah-tangga,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",9,1,10,10,10,138,1,0,5.0,MM-180 Sarung Pelindung Kipas Angin Jaring Penutup Kipas Jaring Kipas - Pink(12-14inch),5000,IDR,True,100,True,False
promo-12-12-lemari-plastik-lemari-pakaian-laci-plastik-cabinet-swing-2,2023-08-11T03:44:05+07:00,11129181958,14473709,serba serbi3,1,940,750,GRAM,NEW,ACTIVE,https://www.tokopedia.com/sserbi3/promo-12-12-lemari-plastik-lemari-pakaian-laci-plastik-cabinet-swing-2,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,13,0,0,0.0,Promo 12.12 Lemari Plastik Lemari Pakaian Laci Plastik Cabinet - SWING 2,180900,IDR,True,940,True,False
model-unik-busa-peredam-suara-motif-telur-egg-foam-acoustik-200x100cm-190x90x2-7cm-spf24-ba89d,2023-11-30T22:01:02+07:00,12242250386,15174686,Yana On Store3,1,120,1000,GRAM,NEW,ACTIVE,https://www.tokopedia.com/yanaonstore3/model-unik-busa-peredam-suara-motif-telur-egg-foam-acoustik-200x100cm-190x90x2-7cm-spf24-ba89d,False,0,False,False,False,35576993,kebutuhan rumah,https://www.tokopedia.com/yanaonstore3/etalase/kebutuhan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,0,0,0,0.0,"Model Unik Busa Peredam Suara Motif Telur Egg Foam Acoustik 200x100cm - 190x90x2,7cm spf24",198000,IDR,True,120,True,True
paling-top-nomor-rumah-akrilik-acrylic-papan-nomer-rumah-berkualit-yellow-921b0,2023-12-29T07:23:55+07:00,12432866856,15307935,Lynelle Go Shop,1,8986,1000,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lynellego/paling-top-nomor-rumah-akrilik-acrylic-papan-nomer-rumah-berkualit-yellow-921b0,False,0,False,False,False,35654167,kebutuhan rumah,https://www.tokopedia.com/lynellego/etalase/kebutuhan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,0,0,0,0.0,Paling Top NOMOR RUMAH AKRILIK / ACRYLIC / PAPAN NOMER RUMAH BERKUALIT - Yellow,137000,IDR,True,8986,True,True
penjualan-terpercaya-wd40-191ml-wd-40-191ml-wd40-191-ml,2023-12-01T01:45:01+07:00,12243647289,15453536,Faizah Go Store,1,1621,1000,GRAM,NEW,ACTIVE,https://www.tokopedia.com/faizahgo/penjualan-terpercaya-wd40-191ml-wd-40-191ml-wd40-191-ml,False,0,False,False,False,35619892,kebutuhan rumah,https://www.tokopedia.com/faizahgo/etalase/kebutuhan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,0,0,0,0.0,Penjualan Terpercaya Wd40 191ml wd 40 191ml wd40 191 ml,161000,IDR,True,1621,False,True
diskon-plastik-opp-seal-35x40-100pcs-plastik-lem-plastik-bening,2023-08-23T22:03:20+07:00,11311517411,15453536,Faizah Go Store,1,100000,750,GRAM,NEW,ACTIVE,https://www.tokopedia.com/faizahgo/diskon-plastik-opp-seal-35x40-100pcs-plastik-lem-plastik-bening,False,0,False,False,False,34911074,Terbaru,https://www.tokopedia.com/faizahgo/etalase/terbaru,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,0,0,0,0.0,Diskon Plastik Opp Seal 35X40 /100Pcs | Plastik Lem | Plastik Bening,119000,IDR,True,100000,False,True
hadir-terkini-fiber-pagar-plastik-penutup-pagar-motif-daun-eco-hitam-f23bc,2023-12-29T08:16:28+07:00,12432976104,15307935,Lynelle Go Shop,1,8953,1000,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lynellego/hadir-terkini-fiber-pagar-plastik-penutup-pagar-motif-daun-eco-hitam-f23bc,False,0,False,False,False,35654167,kebutuhan rumah,https://www.tokopedia.com/lynellego/etalase/kebutuhan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,0,0,0,0.0,Hadir Terkini Fiber pagar plastik penutup pagar motif Daun Eco - Hitam,92000,IDR,True,8953,True,True
jok-145-wpc-wood-wall-panel-kisi-kisi-24mm-3m-winston-dekor-dinding,2023-09-13T22:56:36+07:00,11584044425,16298953,jokiolsh,1,1000,2400,GRAM,NEW,ACTIVE,https://www.tokopedia.com/jokiolsh/jok-145-wpc-wood-wall-panel-kisi-kisi-24mm-3m-winston-dekor-dinding,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,12,0,0,0.0,JOK -145 WPC Wood Wall Panel KISI KISI 24MM 3M WINSTON Dekor Dinding,148400,IDR,True,1000,False,False
spesial-cerutu-dos-hermanos-robusto-premium,2023-08-27T02:14:24+07:00,11374215831,16080517,bakaranshop,1,21,20,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/spesial-cerutu-dos-hermanos-robusto-premium,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,8,0,0,0.0,Spesial Cerutu Dos Hermanos Robusto Premium,128000,IDR,True,21,False,False
miniso-disney-toy-story-aliens-transforming-series-sealed-blind-box,2023-10-18T21:10:44+07:00,11873076145,16494884,FreshxMarket,1,7,750,GRAM,NEW,ACTIVE,https://www.tokopedia.com/freshxmarket/miniso-disney-toy-story-aliens-transforming-series-sealed-blind-box,False,0,False,False,False,35548377,NEW ARRIVAL,https://www.tokopedia.com/freshxmarket/etalase/new-arrival,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,7,0,0,0.0,Miniso Disney Toy Story Aliens Transforming Series Sealed Blind Box,118000,IDR,True,7,False,False
unik-liontin-bambu-unik-petuk-jalu-diskon,2023-01-23T04:49:19+07:00,7633064993,15118137,aramintay,1,20,980,GRAM,NEW,ACTIVE,https://www.tokopedia.com/aramintay/unik-liontin-bambu-unik-petuk-jalu-diskon,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,39,0,0,0.0,Unik liontin bambu unik petuk jalu Diskon,272700,IDR,True,20,False,False
get-surprise-stretch-film-50-cm-plastik-wrapping-plastik-wrap-plastik-50cm-x-150m-bening-fcedc,2023-12-29T07:22:08+07:00,12432862744,15388742,Minah Onshop,1,7142,1000,GRAM,NEW,ACTIVE,https://www.tokopedia.com/minahonshop/get-surprise-stretch-film-50-cm-plastik-wrapping-plastik-wrap-plastik-50cm-x-150m-bening-fcedc,False,0,False,False,False,35556124,kebutuhan rumah,https://www.tokopedia.com/minahonshop/etalase/kebutuhan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,0,0,0,0.0,Get Surprise Stretch Film 50 CM Plastik Wrapping Plastik Wrap Plastik  - 50CM X 150M BENING,109000,IDR,True,7142,True,True
paket-khusus-halloween-tag-utk-permen-coklat-haloween-tag-gantungan-ta-seri-e-99e2e,2023-12-29T07:24:32+07:00,12432869154,15388742,Minah Onshop,1,14,1000,GRAM,NEW,ACTIVE,https://www.tokopedia.com/minahonshop/paket-khusus-halloween-tag-utk-permen-coklat-haloween-tag-gantungan-ta-seri-e-99e2e,False,0,False,False,False,35556124,kebutuhan rumah,https://www.tokopedia.com/minahonshop/etalase/kebutuhan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,0,0,0,0.0,Paket Khusus Halloween Tag Utk Permen Coklat Haloween Tag Gantungan Ta - SERI E,81000,IDR,True,14,True,True
punjab-gold-gelang-benali-kada-original,2023-06-07T16:42:00+07:00,9977498858,15800445,Chinua Online,1,7,500,GRAM,NEW,ACTIVE,https://www.tokopedia.com/chinua/punjab-gold-gelang-benali-kada-original,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,9,0,0,0.0,Punjab Gold / Gelang Benali / Kada Original,592390,IDR,True,7,False,False
diskon-marlboro-merah-20-1-slop-10-bungkus,2023-08-27T02:21:46+07:00,11374346490,16080517,bakaranshop,1,489,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/diskon-marlboro-merah-20-1-slop-10-bungkus,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,18,0,0,0.0,Diskon Marlboro Merah 20 1 Slop (10 Bungkus),549000,IDR,True,489,False,False
unik-policy-line-3inc-x-300-m-original-berkualitas,2023-08-12T18:41:52+07:00,11158998052,11984597,harapan.,1,454,980,GRAM,NEW,ACTIVE,https://www.tokopedia.com/harapan-6/unik-policy-line-3inc-x-300-m-original-berkualitas,False,0,False,False,False,29304982,hobi,https://www.tokopedia.com/harapan-6/etalase/hobi,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,3,0,0,0.0,Unik POLICY LINE 3INC X 300 M ORIGINAL Berkualitas,71500,IDR,True,454,False,False
miliki-sampoerna-mild-16-batang-a-mild-merah-1bal,2023-08-27T02:22:22+07:00,11374357265,16080517,bakaranshop,1,13,2500,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/miliki-sampoerna-mild-16-batang-a-mild-merah-1bal,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,9,0,0,0.0,Miliki Sampoerna Mild 16 Batang A Mild Merah - 1Bal,4503000,IDR,True,13,False,False
viral-seni-tatto-temporarry-tahan-air-anti-air-tahan-lama-tato-tempo,2023-10-12T17:35:21+07:00,11817058742,16178521,berkahmaju782,1,17,399,GRAM,NEW,ACTIVE,https://www.tokopedia.com/berkahmaju782/viral-seni-tatto-temporarry-tahan-air-anti-air-tahan-lama-tato-tempo,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,8,0,0,0.0,Viral Seni Tatto Temporarry Tahan Air Anti Air Tahan Lama - Tato Tempo,61600,IDR,True,17,False,False
terjangkau-cohiba-siglo-vi-box-of-10-siglo-6-cohiba-cigar,2023-08-27T02:14:55+07:00,11374224522,16080517,bakaranshop,1,3,500,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/terjangkau-cohiba-siglo-vi-box-of-10-siglo-6-cohiba-cigar,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,1,0,0,0.0,Terjangkau Cohiba Siglo Vi (Box Of 10) / Siglo 6 / Cohiba Cigar /,9003000,IDR,True,3,False,False
grill-kipas-6x6-8x8-12x12-lubang-pas-utk-fan-sesuai-ukuran-6x6,2021-09-30T18:24:10+07:00,2229443251,2510843,TirtaElektronik,1,1000,30,GRAM,NEW,ACTIVE,https://www.tokopedia.com/tirtaelektronik/grill-kipas-6x6-8x8-12x12-lubang-pas-utk-fan-sesuai-ukuran-6x6,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",5,0,10,6,13,85,3,0,5.0,Grill Kipas 6X6 8X8 12X12 Lubang Pas utk fan sesuai ukuran - 6x6,4999,IDR,True,1000,True,True
veminime-herbal-by-resv-isi-30-capsule-70-capsule-30-capsule,2023-08-15T00:53:16+07:00,11190036259,14473709,serba serbi3,1,829,750,GRAM,NEW,ACTIVE,https://www.tokopedia.com/sserbi3/veminime-herbal-by-resv-isi-30-capsule-70-capsule-30-capsule,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,11,0,0,0.0,Veminime Herbal By Resv Isi 30 Capsule & 70 Capsule - 30 capsule,196000,IDR,True,829,True,False
