alias,dateCreate,productID,shopID,shopName,minOrder,maxOrder,weight,weightUnit,condition,status,product_url,needPrescription,catalogID,isLeasing,isBlacklisted,isTokoNow,etalase_id,etalase_name,etalase_url,category_id,category_name,category_title,category_url,isAdult,isKyc,minAge,related_category_id,related_category_name,related_category_url,transactionSuccess,transactionReject,countSold,paymentVerified,itemSoldFmt,countView,countReview,countTalk,rating,product_name,product_price,currency,useStock,stockValue,isVariant,isCOD,productId,shopId
ring-pengunci-jaring-kipas-angin-multi-spinner-pengunci-jaring-kipas,2022-11-04T21:47:53+07:00,6889108728.0,14056967.0,gudangonline2,1,198,100,GRAM,NEW,ACTIVE,https://www.tokopedia.com/gudangonline2/ring-pengunci-jaring-kipas-angin-multi-spinner-pengunci-jaring-kipas,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",1,1,1,1,1.0,152,1,0,5.0,RING PENGUNCI JARING KIPAS ANGIN MULTI SPINNER PENGUNCI JARING KIPAS,5000,IDR,True,198,False,False,,
sarung-kipas-angin-tutup-kipas-angin,2023-11-03T20:20:38+07:00,,,MEHWAh1234,1,33,750,GRAM,NEW,ACTIVE,https://www.tokopedia.com/mehwa840woskxnrow0/sarung-kipas-angin-tutup-kipas-angin,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,1,0,0,0.0,SARUNG KIPAS ANGIN / TUTUP KIPAS ANGIN,29000,IDR,True,33,False,False,12012996313.0,16598315.0
produk-terlaris-anggrek-onci-oncidium-oncydium-golden-sower-shower-dew,2023-02-06T19:42:23+07:00,,,murahnampolb,1,198,500,GRAM,NEW,ACTIVE,https://www.tokopedia.com/murahnampolb/produk-terlaris-anggrek-onci-oncidium-oncydium-golden-sower-shower-dew,False,0,False,False,False,33557257,Perlengkapan rumah,https://www.tokopedia.com/murahnampolb/etalase/perlengkapan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,1,0,0,0.0,Produk terlaris anggrek onci oncidium oncydium golden sower shower dew,63000,IDR,True,198,False,False,7827408113.0,14830626.0
diskon-rokok-dunhill-putih-16-batang-1-slop-isi-10-bungkus,2023-08-27T02:19:36+07:00,,,bakaranshop,1,50,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/diskon-rokok-dunhill-putih-16-batang-1-slop-isi-10-bungkus,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,13,0,0,0.0,Diskon Rokok Dunhill Putih 16 Batang 1 Slop Isi 10 Bungkus,471000,IDR,True,50,False,False,11374307192.0,16080517.0
diskon-rokok-camel-yellow-20,2023-08-27T02:12:42+07:00,,,bakaranshop,1,18,325,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/diskon-rokok-camel-yellow-20,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,11,0,0,0.0,Diskon Rokok Camel Yellow 20,424000,IDR,True,18,False,False,11374189572.0,16080517.0
produk-terlaris-bibit-lidah-buaya-jumbo-pontianak,2023-02-06T19:42:26+07:00,,,murahnampolb,1,1494,500,GRAM,NEW,ACTIVE,https://www.tokopedia.com/murahnampolb/produk-terlaris-bibit-lidah-buaya-jumbo-pontianak,False,0,False,False,False,33557257,Perlengkapan rumah,https://www.tokopedia.com/murahnampolb/etalase/perlengkapan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,3,0,0,0.0,Produk terlaris BIBIT LIDAH BUAYA JUMBO PONTIANAK,31500,IDR,True,1494,False,False,7827408622.0,14830626.0
terjangkau-archipelago-golden-vintage-per-batang-cerutu-indonesia,2023-08-27T02:17:46+07:00,,,bakaranshop,1,10,70,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/terjangkau-archipelago-golden-vintage-per-batang-cerutu-indonesia,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,1,0,0,0.0,Terjangkau Archipelago Golden Vintage (Per Batang) Cerutu Indonesia,226000,IDR,True,10,False,False,11374274192.0,16080517.0
terjangkau-rokok-nice-bold-10-bungkus-slop,2023-08-27T02:23:58+07:00,,,kentangrebuss,1,10,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/kentangrebuss/terjangkau-rokok-nice-bold-10-bungkus-slop,False,0,False,False,False,0,,,4398,Produk Dewasa Lainnya,Produk Dewasa Lainnya,https://www.tokopedia.com/p/kesehatan/produk-dewasa/produk-dewasa-lainnya,True,False,0,"['715', '2496', '4398']","['Kesehatan', 'Produk Dewasa', 'Produk Dewasa Lainnya']","['https://www.tokopedia.com/p/kesehatan', 'https://www.tokopedia.com/p/kesehatan/produk-dewasa', 'https://www.tokopedia.com/p/kesehatan/produk-dewasa/produk-dewasa-lainnya']",0,0,0,0,,0,0,0,0.0,Terjangkau Rokok Nice Bold (10 Bungkus/Slop),235000,IDR,True,10,False,False,11374387348.0,16080380.0
miliki-dji-sam-soe-kretek,2023-08-27T02:19:01+07:00,,,bakaranshop,1,41,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/miliki-dji-sam-soe-kretek,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,23,0,0,0.0,Miliki Dji Sam Soe Kretek,291000,IDR,True,41,False,False,11374296496.0,16080517.0
produk-terlaris-nozzel-nozzle-spuyer-lubang-4-sprayer-plastik-bengkok,2023-02-06T19:39:27+07:00,,,murahnampolb,1,392,500,GRAM,NEW,ACTIVE,https://www.tokopedia.com/murahnampolb/produk-terlaris-nozzel-nozzle-spuyer-lubang-4-sprayer-plastik-bengkok,False,0,False,False,False,33557257,Perlengkapan rumah,https://www.tokopedia.com/murahnampolb/etalase/perlengkapan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",1,0,2,1,2,1,0,0,0.0,Produk terlaris Nozzel Nozzle Spuyer Lubang 4 Sprayer Plastik Bengkok,17100,IDR,True,392,False,False,7827379213.0,14830626.0
sabuk-pinggang-pvc-transparan-pria-dan-wanita-ikat-pinggang-modis,2023-08-07T20:49:33+07:00,,,MIANA GO,1,1,565,GRAM,NEW,ACTIVE,https://www.tokopedia.com/mianago/sabuk-pinggang-pvc-transparan-pria-dan-wanita-ikat-pinggang-modis,False,0,False,False,False,0,,,1937,Ikat Pinggang Wanita,Ikat Pinggang Wanita,https://www.tokopedia.com/p/fashion-wanita/aksesoris-wanita/ikat-pinggang-wanita,False,False,0,"['1758', '1932', '1937']","['Fashion Wanita', 'Aksesoris Wanita', 'Ikat Pinggang Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/aksesoris-wanita', 'https://www.tokopedia.com/p/fashion-wanita/aksesoris-wanita/ikat-pinggang-wanita']",0,0,0,0,,2,0,0,0.0,"Sabuk Pinggang Pvc Transparan Pria Dan Wanita, Ikat Pinggang Modis",85000,IDR,True,1,False,False,11067541134.0,16143869.0
diskon-q-q-qnq-qq-digital-jam-tangan-strap-karet-hitam-m158j004y,2023-08-08T17:06:57+07:00,,,bakaranshop,1,1,100,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/diskon-q-q-qnq-qq-digital-jam-tangan-strap-karet-hitam-m158j004y,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,2,0,0,0.0,Diskon Q&Q Qnq Qq Digital Jam Tangan Strap Karet Hitam M158J004Y,258000,IDR,True,1,False,False,11082033490.0,16080517.0
miliki-cafe-creme-pack-10-cigarillos-little-cigars-blue,2023-08-27T02:13:16+07:00,,,bakaranshop,1,29,20,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/miliki-cafe-creme-pack-10-cigarillos-little-cigars-blue,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,7,0,0,0.0,Miliki Cafe Creme (Pack-10) Cigarillos / Little Cigars - Blue,195000,IDR,True,29,True,False,11374198106.0,16080517.0
spesial-gudang-garam-surya-profesional-mild,2023-08-27T02:23:12+07:00,,,bakaranshop,1,10,250,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/spesial-gudang-garam-surya-profesional-mild,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,8,0,0,0.0,Spesial Gudang Garam Surya Profesional Mild,470000,IDR,True,10,False,False,11374372999.0,16080517.0
diskon-sampoerna-hijau-kretek-12-1-slop,2023-08-27T02:24:12+07:00,,,bakaranshop,1,46,600,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/diskon-sampoerna-hijau-kretek-12-1-slop,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,10,0,0,0.0,Diskon Sampoerna Hijau Kretek 12 ( 1 Slop ),241000,IDR,True,46,False,False,11374391620.0,16080517.0
spesial-rokok-tembakau-lucky-strike-merah-20-batang-slop-10,2023-08-27T02:18:05+07:00,,,bakaranshop,1,4,650,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/spesial-rokok-tembakau-lucky-strike-merah-20-batang-slop-10,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,11,0,0,0.0,Spesial Rokok Tembakau Lucky Strike Merah 20 Batang / Slop (10,468000,IDR,True,4,False,False,11374279934.0,16080517.0
diskon-cerutu-cigar-plasencia-reserva-original-cortes-cortez-per,2023-08-27T02:22:03+07:00,,,bakaranshop,1,97,100,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/diskon-cerutu-cigar-plasencia-reserva-original-cortes-cortez-per,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,7,0,0,0.0,Diskon Cerutu / Cigar Plasencia Reserva Original Cortes Cortez Per,444000,IDR,True,97,False,False,11374351419.0,16080517.0
miliki-tembakau-sampurna-mild-menthol-kemasan-1kg,2023-08-27T02:14:59+07:00,,,bakaranshop,1,34,1100,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/miliki-tembakau-sampurna-mild-menthol-kemasan-1kg,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,15,0,0,0.0,Miliki Tembakau Sampurna Mild Menthol Kemasan 1Kg,147000,IDR,True,34,False,False,11374225483.0,16080517.0
diskon-honest-cigar-travel-humidor-hst-1k,2023-08-27T02:15:45+07:00,,,bakaranshop,1,8,250,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/diskon-honest-cigar-travel-humidor-hst-1k,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,1,0,0,0.0,Diskon Honest Cigar Travel Humidor Hst-1K,613000,IDR,True,8,False,False,11374238699.0,16080517.0
terjangkau-dji-sam-soe-234-refill-super-premium-1-slop,2023-08-27T02:18:39+07:00,,,bakaranshop,1,50,600,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/terjangkau-dji-sam-soe-234-refill-super-premium-1-slop,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,6,0,0,0.0,Terjangkau Dji Sam Soe 234 Refill Super Premium 1 Slop,325000,IDR,True,50,False,False,11374289991.0,16080517.0
diskon-marlboro-mevius-original-jepang-japan-version-per-bungkus-burst-5,2023-08-27T02:12:42+07:00,,,bakaranshop,1,51,25,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/diskon-marlboro-mevius-original-jepang-japan-version-per-bungkus-burst-5,False,0,False,False,False,0,,,4398,Produk Dewasa Lainnya,Produk Dewasa Lainnya,https://www.tokopedia.com/p/kesehatan/produk-dewasa/produk-dewasa-lainnya,True,False,0,"['715', '2496', '4398']","['Kesehatan', 'Produk Dewasa', 'Produk Dewasa Lainnya']","['https://www.tokopedia.com/p/kesehatan', 'https://www.tokopedia.com/p/kesehatan/produk-dewasa', 'https://www.tokopedia.com/p/kesehatan/produk-dewasa/produk-dewasa-lainnya']",0,0,0,0,,4,0,0,0.0,Diskon Marlboro Mevius Original Jepang Japan Version Per Bungkus - Burst 5,258000,IDR,True,51,True,False,11374189385.0,16080517.0
kaos-kaki-anti-bau-bakteri-serat-bambu-arang-charcoal-fiber-bamboo-set-hitam,2023-01-03T07:07:11+07:00,,,bajigurud,1,19,750,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bajigurud/kaos-kaki-anti-bau-bakteri-serat-bambu-arang-charcoal-fiber-bamboo-set-hitam,False,0,False,False,False,0,,,3615,Kaos Kaki Pria,Kaos Kaki Pria,https://www.tokopedia.com/p/fashion-pria/aksesoris-sepatu-pria/kaos-kaki-pria,False,False,0,"['1759', '3563', '3615']","['Fashion Pria', 'Aksesoris Sepatu Pria', 'Kaos Kaki Pria']","['https://www.tokopedia.com/p/fashion-pria', 'https://www.tokopedia.com/p/fashion-pria/aksesoris-sepatu-pria', 'https://www.tokopedia.com/p/fashion-pria/aksesoris-sepatu-pria/kaos-kaki-pria']",0,0,0,0,,1,0,0,0.0,Kaos Kaki Anti Bau Bakteri Serat Bambu Arang Charcoal Fiber Bamboo Set - Hitam,30000,IDR,True,19,True,False,7389000159.0,14681744.0
diskon-rokok-lucky-strike-purple-1-slop-10-bungkus,2023-08-27T02:21:56+07:00,,,bakaranshop,1,85,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/diskon-rokok-lucky-strike-purple-1-slop-10-bungkus,False,0,False,False,False,0,,,4398,Produk Dewasa Lainnya,Produk Dewasa Lainnya,https://www.tokopedia.com/p/kesehatan/produk-dewasa/produk-dewasa-lainnya,True,False,0,"['715', '2496', '4398']","['Kesehatan', 'Produk Dewasa', 'Produk Dewasa Lainnya']","['https://www.tokopedia.com/p/kesehatan', 'https://www.tokopedia.com/p/kesehatan/produk-dewasa', 'https://www.tokopedia.com/p/kesehatan/produk-dewasa/produk-dewasa-lainnya']",0,0,0,0,,5,0,0,0.0,Diskon Rokok Lucky Strike Purple 1 Slop (10 Bungkus),481000,IDR,True,85,False,False,11374349606.0,16080517.0
bas-797-wmo-ik40334756-mack-rak-serbaguna-rak-topi-dan-jaket,2023-07-20T23:38:16+07:00,,,bani shop 32,1,3,1000,GRAM,NEW,ACTIVE,https://www.tokopedia.com/banish-1/bas-797-wmo-ik40334756-mack-rak-serbaguna-rak-topi-dan-jaket,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,1,0,0,0.0,BAS-797 WMO IK40334756 MACK rak serbaguna rak topi dan jaket,580400,IDR,True,3,False,False,10764926908.0,10799943.0
spesial-rokok-magnum-max-12-1-slop-isi-10-bungkus-1-bks-isi-12-batang,2023-08-27T02:13:36+07:00,,,bakaranshop,1,36,200,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/spesial-rokok-magnum-max-12-1-slop-isi-10-bungkus-1-bks-isi-12-batang,False,0,False,False,False,0,,,4398,Produk Dewasa Lainnya,Produk Dewasa Lainnya,https://www.tokopedia.com/p/kesehatan/produk-dewasa/produk-dewasa-lainnya,True,False,0,"['715', '2496', '4398']","['Kesehatan', 'Produk Dewasa', 'Produk Dewasa Lainnya']","['https://www.tokopedia.com/p/kesehatan', 'https://www.tokopedia.com/p/kesehatan/produk-dewasa', 'https://www.tokopedia.com/p/kesehatan/produk-dewasa/produk-dewasa-lainnya']",0,0,0,0,,8,0,0,0.0,Spesial Rokok Magnum Max 12 1 Slop Isi 10 Bungkus. 1 Bks Isi 12 Batang,261000,IDR,True,36,False,False,11374203080.0,16080517.0
produk-terlaris-bibit-tanaman-mangga-miyazaki-asli-jepang,2023-02-06T19:42:09+07:00,,,murahnampolb,1,5000,500,GRAM,NEW,ACTIVE,https://www.tokopedia.com/murahnampolb/produk-terlaris-bibit-tanaman-mangga-miyazaki-asli-jepang,False,0,False,False,False,33557257,Perlengkapan rumah,https://www.tokopedia.com/murahnampolb/etalase/perlengkapan-rumah,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,1,0,0,0.0,Produk terlaris Bibit Tanaman Mangga Miyazaki Asli Jepang,45000,IDR,True,5000,False,False,7827405876.0,14830626.0
le877-one-c361-sarung-kipas-angin-karakter-fan-cover-penutup-kipas-ang,2023-08-29T17:12:41+07:00,,,indah erkah,1,922,90,GRAM,NEW,ACTIVE,https://www.tokopedia.com/indaherkah/le877-one-c361-sarung-kipas-angin-karakter-fan-cover-penutup-kipas-ang,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,1,0,0,0.0,LE877 ONE-C361 Sarung Kipas Angin Karakter Fan Cover Penutup Kipas Ang,63000,IDR,True,922,False,False,11412679755.0,16271500.0
spesial-rokok-aroma-mile-16-batang-1-pak-10-bungkus-1-bungkus,2023-08-27T02:18:56+07:00,,,kentangrebuss,1,3,800,GRAM,NEW,ACTIVE,https://www.tokopedia.com/kentangrebuss/spesial-rokok-aroma-mile-16-batang-1-pak-10-bungkus-1-bungkus,False,0,False,False,False,0,,,4398,Produk Dewasa Lainnya,Produk Dewasa Lainnya,https://www.tokopedia.com/p/kesehatan/produk-dewasa/produk-dewasa-lainnya,True,False,0,"['715', '2496', '4398']","['Kesehatan', 'Produk Dewasa', 'Produk Dewasa Lainnya']","['https://www.tokopedia.com/p/kesehatan', 'https://www.tokopedia.com/p/kesehatan/produk-dewasa', 'https://www.tokopedia.com/p/kesehatan/produk-dewasa/produk-dewasa-lainnya']",0,0,0,0,,6,0,0,0.0,Spesial Rokok Aroma Mile 16 Batang / 1 Pak / 10 Bungkus / 1 Bungkus /,334000,IDR,True,3,False,False,11374295024.0,16080380.0
diskon-rokok-djarum-super-isi-16-batang-slop,2023-08-27T02:12:54+07:00,,,bakaranshop,1,5,350,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/diskon-rokok-djarum-super-isi-16-batang-slop,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,23,0,0,0.0,Diskon Rokok Djarum Super Isi 16 Batang - Slop,493000,IDR,True,5,False,False,11374192492.0,16080517.0
diskon-rokok-import-marlboro-box-red-merah-pro-fresh-swiss,2023-08-27T02:15:43+07:00,,,bakaranshop,1,9,350,GRAM,NEW,ACTIVE,https://www.tokopedia.com/bakarans/diskon-rokok-import-marlboro-box-red-merah-pro-fresh-swiss,False,0,False,False,False,0,,,3741,Cover Kipas Angin,Cover Kipas Angin,https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin,False,False,0,"['984', '993', '3741']","['Rumah Tangga', 'Dekorasi', 'Cover Kipas Angin']","['https://www.tokopedia.com/p/rumah-tangga', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi', 'https://www.tokopedia.com/p/rumah-tangga/dekorasi/cover-kipas-angin']",0,0,0,0,,7,0,0,0.0,Diskon Rokok Import - Marlboro Box Red Merah Pro Fresh (Swiss),895000,IDR,True,9,False,False,11374238172.0,16080517.0
